SubjNo,Gender,Age,Lang,List,ItemNo,TriadType,Order,WordType,LabelType,Correct,UnrelatedChoice,Comments
27,M,36,English,1A backwards,9,Horse,10,Polysemous,Same Label,Y,1,talked a lot about cars- guessed?
27,M,36,English,1A backwards,5,Glass,11,Polysemous,Different Label,N,0,talked a lot about cars- guessed?
27,M,36,English,1A backwards,1,Chicken,12,Polysemous,Same Label,N,0,talked a lot about cars- guessed?
28,F,42,English,1A backwards,12,Horse,1,Unambiguous,Different Label,N,1,talked a lot about manta rays- guessed?
28,F,42,English,1A backwards,8,Glass,2,Unambiguous,Same Label,Y,0,talked a lot about manta rays- guessed?
28,F,42,English,1A backwards,4,Chicken,3,Unambiguous,Different Label,N,1,talked a lot about manta rays- guessed?
28,F,42,English,1A backwards,11,Horse,4,Unambiguous,Same Label,Y,0,talked a lot about manta rays- guessed?
28,F,42,English,1A backwards,7,Glass,5,Unambiguous,Different Label,Y,0,talked a lot about manta rays- guessed?
28,F,42,English,1A backwards,3,Chicken,6,Unambiguous,Same Label,Y,0,talked a lot about manta rays- guessed?
28,F,42,English,1A backwards,10,Horse,7,Unambiguous,Different Label,N,1,talked a lot about manta rays- guessed?
28,F,42,English,1A backwards,6,Glass,8,Unambiguous,Same Label,N,1,talked a lot about manta rays- guessed?
28,F,42,English,1A backwards,2,Chicken,9,Unambiguous,Different Label,N,1,talked a lot about manta rays- guessed?
28,F,42,English,1A backwards,9,Horse,10,Unambiguous,Same Label,Y,0,talked a lot about manta rays- guessed?
28,F,42,English,1A backwards,5,Glass,11,Unambiguous,Different Label,N,1,talked a lot about manta rays- guessed?
28,F,42,English,1A backwards,1,Chicken,12,Unambiguous,Same Label,N,1,talked a lot about manta rays- guessed?
29,M,49,"English, CH German",1B,1,Chicken,1,Polysemous,Different Label,Y,1,
29,M,49,"English, CH German",1B,5,Glass,2,Polysemous,Same Label,Y,1,puts glass in bin & it goes bang! (??)
29,M,49,"English, CH German",1B,9,Horse,3,Polysemous,Different Label,N,0,"air to blow up, hard air (?)"
29,M,49,"English, CH German",1B,2,Chicken,4,Polysemous,Same Label,Y,1,
29,M,49,"English, CH German",1B,6,Glass,5,Polysemous,Different Label,Y,1,goes with this
29,M,49,"English, CH German",1B,10,Horse,6,Polysemous,Same Label,Y,1,looks similar
29,M,49,"English, CH German",1B,3,Chicken,7,Polysemous,Different Label,N,0,"made of plastic- chop up and eat, etc."
29,M,49,"English, CH German",1B,7,Glass,8,Polysemous,Same Label,Y,1,"open glass & put in this glass, cut it up etc (??)"
29,M,49,"English, CH German",1B,11,Horse,9,Polysemous,Different Label,N,0,these ears move to that one (??)
29,M,49,"English, CH German",1B,4,Chicken,10,Polysemous,Same Label,Y,1,
29,M,49,"English, CH German",1B,8,Glass,11,Polysemous,Different Label,Y,1,"[mixing things, pointing]"
29,M,49,"English, CH German",1B,12,Horse,12,Polysemous,Same Label,Y,1,
30,F,44,English,1A,1,Chicken,1,Polysemous,Same Label,Y,1,[pointed]
30,F,44,English,1A,5,Glass,2,Polysemous,Different Label,Y,1,
30,F,44,English,1A,9,Horse,3,Polysemous,Same Label,N,0,idk
30,F,44,English,1A,2,Chicken,4,Polysemous,Different Label,Y,1,
30,F,44,English,1A,6,Glass,5,Polysemous,Same Label,N,0,
30,F,44,English,1A,10,Horse,6,Polysemous,Different Label,N,0,
30,F,44,English,1A,3,Chicken,7,Polysemous,Same Label,Y,1,
30,F,44,English,1A,8,Glass,8,Polysemous,Different Label,Y,1,
30,F,44,English,1A,11,Horse,9,Polysemous,Same Label,N,0,
30,F,44,English,1A,4,Chicken,10,Polysemous,Different Label,Y,1,
30,F,44,English,1A,7,Glass,11,Polysemous,Same Label,Y,1,[guessed?]
30,F,44,English,1A,12,Horse,12,Polysemous,Different Label,N,0,[guessed?]
31,M,44,English,1B Backwards,12,Horse,1,Polysemous,Same Label,N,0,
31,M,44,English,1B Backwards,8,Glass,2,Polysemous,Different Label,Y,1,
31,M,44,English,1B Backwards,4,Chicken,3,Polysemous,Same Label,Y,1,it's a chicken
31,M,44,English,1B Backwards,11,Horse,4,Polysemous,Different Label,N,0,
31,M,44,English,1B Backwards,7,Glass,5,Polysemous,Same Label,Y,1,[pointed to glass but then changed ?? Guessed?]
31,M,44,English,1B Backwards,3,Chicken,6,Polysemous,Different Label,N,0,[guessed?]
31,M,44,English,1B Backwards,10,Horse,7,Polysemous,Same Label,Y,1,
31,M,44,English,1B Backwards,6,Glass,8,Polysemous,Different Label,N,0,
31,M,44,English,1B Backwards,2,Chicken,9,Polysemous,Same Label,N,0,
31,M,44,English,1B Backwards,9,Horse,10,Polysemous,Different Label,N,0,
31,M,44,English,1B Backwards,5,Glass,11,Polysemous,Same Label,N,0,
31,M,44,English,1B Backwards,1,Chicken,12,Polysemous,Different Label,Y,1,
32,F,47,TBC,1A backwards,12,Horse,1,Polysemous,Different Label,N,0,idk Unsure of age
32,F,47,TBC,1A backwards,8,Glass,2,Polysemous,Same Label,Y,1, Unsure of age
32,F,47,TBC,1A backwards,4,Chicken,3,Polysemous,Different Label,Y,1, Unsure of age
32,F,47,TBC,1A backwards,11,Horse,4,Polysemous,Same Label,Y,1, Unsure of age
32,F,47,TBC,1A backwards,7,Glass,5,Polysemous,Different Label,N,0,idk Unsure of age
32,F,47,TBC,1A backwards,3,Chicken,6,Polysemous,Same Label,Y,1, Unsure of age
32,F,47,TBC,1A backwards,10,Horse,7,Polysemous,Different Label,Y,1, Unsure of age
32,F,47,TBC,1A backwards,6,Glass,8,Polysemous,Same Label,Y,1,idk Unsure of age
32,F,47,TBC,1A backwards,2,Chicken,9,Polysemous,Different Label,Y,1, Unsure of age
32,F,47,TBC,1A backwards,9,Horse,10,Polysemous,Same Label,N,0,idk Unsure of age
32,F,47,TBC,1A backwards,5,Glass,11,Polysemous,Different Label,Y,1, Unsure of age
32,F,47,TBC,1A backwards,1,Chicken,12,Polysemous,Same Label,Y,1, Unsure of age
33,F,47,TBC,1B,1,Chicken,1,Unambiguous,Different Label,Y,0,Didn't say anything. Pointed. Unsure of age
33,F,47,TBC,1B,5,Glass,2,Unambiguous,Same Label,Y,0,Didn't say anything. Pointed. Unsure of age
33,F,47,TBC,1B,9,Horse,3,Unambiguous,Different Label,N,1,Didn't say anything. Pointed. Unsure of age
33,F,47,TBC,1B,2,Chicken,4,Unambiguous,Same Label,Y,0,Didn't say anything. Pointed. Unsure of age
33,F,47,TBC,1B,6,Glass,5,Unambiguous,Different Label,Y,0,Didn't say anything. Pointed. Unsure of age
33,F,47,TBC,1B,10,Horse,6,Unambiguous,Same Label,N,1,Didn't say anything. Pointed. Unsure of age
33,F,47,TBC,1B,3,Chicken,7,Unambiguous,Different Label,N,1,Didn't say anything. Pointed. Unsure of age
33,F,47,TBC,1B,7,Glass,8,Unambiguous,Same Label,Y,0,Didn't say anything. Pointed. Unsure of age
33,F,47,TBC,1B,11,Horse,9,Unambiguous,Different Label,Y,0,Didn't say anything. Pointed. Unsure of age
33,F,47,TBC,1B,4,Chicken,10,Unambiguous,Same Label,Y,0,Didn't say anything. Pointed. Unsure of age
33,F,47,TBC,1B,8,Glass,11,Unambiguous,Different Label,N,1,Didn't say anything. Pointed. Unsure of age
33,F,47,TBC,1B,12,Horse,12,Unambiguous,Same Label,N,1,Didn't say anything. Pointed. Unsure of age
34,M,57,"English, Polish",1B,1,Chicken,1,Polysemous,Different Label,N,0,idk
34,M,57,"English, Polish",1B,5,Glass,2,Polysemous,Same Label,N,0,
34,M,57,"English, Polish",1B,9,Horse,3,Polysemous,Different Label,Y,1,
34,M,57,"English, Polish",1B,2,Chicken,4,Polysemous,Same Label,N,0,it wants to eat (??)
34,M,57,"English, Polish",1B,6,Glass,5,Polysemous,Different Label,N,0,idk
34,M,57,"English, Polish",1B,10,Horse,6,Polysemous,Same Label,Y,1,it's a horse
34,M,57,"English, Polish",1B,3,Chicken,7,Polysemous,Different Label,Y,1,
34,M,57,"English, Polish",1B,7,Glass,8,Polysemous,Same Label,Y,1,like coloured leaves
34,M,57,"English, Polish",1B,11,Horse,9,Polysemous,Different Label,Y,1,
34,M,57,"English, Polish",1B,4,Chicken,10,Polysemous,Same Label,Y,1,"[called chicken drumsticks ""seaflowers""]"
34,M,57,"English, Polish",1B,8,Glass,11,Polysemous,Different Label,N,0,
34,M,57,"English, Polish",1B,12,Horse,12,Polysemous,Same Label,Y,1,it's got hairs (fur)
35,M,50,English,1B Backwards,12,Horse,1,Unambiguous,Different Label,N,1,idk
35,M,50,English,1B Backwards,8,Glass,2,Unambiguous,Same Label,Y,0,
35,M,50,English,1B Backwards,4,Chicken,3,Unambiguous,Different Label,Y,0,idk
35,M,50,English,1B Backwards,11,Horse,4,Unambiguous,Same Label,N,1,
35,M,50,English,1B Backwards,7,Glass,5,Unambiguous,Different Label,Y,0,
35,M,50,English,1B Backwards,3,Chicken,6,Unambiguous,Same Label,Y,0,idk
35,M,50,English,1B Backwards,10,Horse,7,Unambiguous,Different Label,Y,0,
35,M,50,English,1B Backwards,6,Glass,8,Unambiguous,Same Label,N,1,
35,M,50,English,1B Backwards,2,Chicken,9,Unambiguous,Different Label,Y,0,
35,M,50,English,1B Backwards,9,Horse,10,Unambiguous,Same Label,N,1,idk
35,M,50,English,1B Backwards,5,Glass,11,Unambiguous,Different Label,Y,0,
35,M,50,English,1B Backwards,1,Chicken,12,Unambiguous,Same Label,N,1,
36,M,47,"English, Spanish",1B Backwards,12,Horse,1,Unambiguous,Different Label,N,1,Didn't say anything. Pointed.
36,M,47,"English, Spanish",1B Backwards,8,Glass,2,Unambiguous,Same Label,N,1,Didn't say anything. Pointed.
36,M,47,"English, Spanish",1B Backwards,4,Chicken,3,Unambiguous,Different Label,Y,0,Didn't say anything. Pointed.
36,M,47,"English, Spanish",1B Backwards,11,Horse,4,Unambiguous,Same Label,N,1,Didn't say anything. Pointed.
36,M,47,"English, Spanish",1B Backwards,7,Glass,5,Unambiguous,Different Label,Y,0,Didn't say anything. Pointed.
36,M,47,"English, Spanish",1B Backwards,3,Chicken,6,Unambiguous,Same Label,Y,0,Didn't say anything. Pointed.
36,M,47,"English, Spanish",1B Backwards,10,Horse,7,Unambiguous,Different Label,N,1,Didn't say anything. Pointed.
36,M,47,"English, Spanish",1B Backwards,6,Glass,8,Unambiguous,Same Label,N,1,Didn't say anything. Pointed.
36,M,47,"English, Spanish",1B Backwards,2,Chicken,9,Unambiguous,Different Label,N,1,Didn't say anything. Pointed.
36,M,47,"English, Spanish",1B Backwards,9,Horse,10,Unambiguous,Same Label,Y,0,Didn't say anything. Pointed.
36,M,47,"English, Spanish",1B Backwards,5,Glass,11,Unambiguous,Different Label,N,1,Didn't say anything. Pointed.
36,M,47,"English, Spanish",1B Backwards,1,Chicken,12,Unambiguous,Same Label,Y,0,Didn't say anything. Pointed.
37,M,65,English,1A,1,Chicken,1,Polysemous,Same Label,Y,1,it eats bread
37,M,65,English,1A,5,Glass,2,Polysemous,Different Label,N,0,idk
37,M,65,English,1A,9,Horse,3,Polysemous,Same Label,Y,1,
37,M,65,English,1A,2,Chicken,4,Polysemous,Different Label,Y,1,to lay eggs
37,M,65,English,1A,6,Glass,5,Polysemous,Same Label,N,0,
37,M,65,English,1A,10,Horse,6,Polysemous,Different Label,Y,1,
37,M,65,English,1A,3,Chicken,7,Polysemous,Same Label,N,0,it's so fat
37,M,65,English,1A,8,Glass,8,Polysemous,Different Label,N,0,
37,M,65,English,1A,11,Horse,9,Polysemous,Same Label,Y,1,
37,M,65,English,1A,4,Chicken,10,Polysemous,Different Label,Y,1,idk
37,M,65,English,1A,7,Glass,11,Polysemous,Same Label,N,0,
37,M,65,English,1A,12,Horse,12,Polysemous,Different Label,Y,1,
38,F,53,English,1A,1,Chicken,1,Unambiguous,Same Label,N,1,
38,F,53,English,1A,5,Glass,2,Unambiguous,Different Label,Y,0,they like it as a gift
38,F,53,English,1A,9,Horse,3,Unambiguous,Same Label,N,1,
38,F,53,English,1A,2,Chicken,4,Unambiguous,Different Label,Y,0,they like it warm
38,F,53,English,1A,6,Glass,5,Unambiguous,Same Label,N,1,b/c glass- maybe confused about picture? Just guessed?
38,F,53,English,1A,10,Horse,6,Unambiguous,Different Label,N,1,idk
38,F,53,English,1A,3,Chicken,7,Unambiguous,Same Label,N,1,
38,F,53,English,1A,7,Glass,8,Unambiguous,Different Label,N,1,idk
38,F,53,English,1A,11,Horse,9,Unambiguous,Same Label,Y,0,
38,F,53,English,1A,4,Chicken,10,Unambiguous,Different Label,Y,0,
38,F,53,English,1A,8,Glass,11,Unambiguous,Same Label,N,1,
38,F,53,English,1A,12,Horse,12,Unambiguous,Different Label,Y,0,idk
39,M,48,English,1B,1,Chicken,1,Unambiguous,Different Label,N,1,looks like
39,M,48,English,1B,5,Glass,2,Unambiguous,Same Label,Y,0,"smart kid, but seemed tired maybe?"
39,M,48,English,1B,9,Horse,3,Unambiguous,Different Label,Y,0,idk
39,M,48,English,1B,2,Chicken,4,Unambiguous,Same Label,N,1,looks like
39,M,48,English,1B,6,Glass,5,Unambiguous,Different Label,N,1,looks like
39,M,48,English,1B,10,Horse,6,Unambiguous,Same Label,N,1,
39,M,48,English,1B,3,Chicken,7,Unambiguous,Different Label,Y,0,looks like
39,M,48,English,1B,7,Glass,8,Unambiguous,Same Label,N,1,
39,M,48,English,1B,11,Horse,9,Unambiguous,Different Label,N,1,
39,M,48,English,1B,4,Chicken,10,Unambiguous,Same Label,N,1,looks like
39,M,48,English,1B,8,Glass,11,Unambiguous,Different Label,N,1,
39,M,48,English,1B,12,Horse,12,Unambiguous,Same Label,N,1,looks like
40,F,51,English,1B,1,Chicken,1,Polysemous,Different Label,N,0,they do
40,F,51,English,1B,5,Glass,2,Polysemous,Same Label,Y,1,
40,F,51,English,1B,9,Horse,3,Polysemous,Different Label,N,0,it does
40,F,51,English,1B,2,Chicken,4,Polysemous,Same Label,Y,1,we don't have a chicken or a duck (??)
40,F,51,English,1B,6,Glass,5,Polysemous,Different Label,N,0,it does
40,F,51,English,1B,10,Horse,6,Polysemous,Same Label,N,0,it does
40,F,51,English,1B,3,Chicken,7,Polysemous,Different Label,Y,1,
40,F,51,English,1B,7,Glass,8,Polysemous,Same Label,N,0,it does
40,F,51,English,1B,11,Horse,9,Polysemous,Different Label,Y,1,it has stripes
40,F,51,English,1B,4,Chicken,10,Polysemous,Same Label,Y,1,it's so cold you can put it in the mountains
40,F,51,English,1B,8,Glass,11,Polysemous,Different Label,Y,1,
40,F,51,English,1B,12,Horse,12,Polysemous,Same Label,Y,1,it does
41,F,51,English,1A backwards,12,Horse,1,Unambiguous,Different Label,N,1,
41,F,51,English,1A backwards,8,Glass,2,Unambiguous,Same Label,N,1,
41,F,51,English,1A backwards,4,Chicken,3,Unambiguous,Different Label,Y,0,it does
41,F,51,English,1A backwards,11,Horse,4,Unambiguous,Same Label,Y,0,they are
41,F,51,English,1A backwards,7,Glass,5,Unambiguous,Different Label,N,1,
41,F,51,English,1A backwards,3,Chicken,6,Unambiguous,Same Label,N,1,
41,F,51,English,1A backwards,10,Horse,7,Unambiguous,Different Label,N,1,
41,F,51,English,1A backwards,6,Glass,8,Unambiguous,Same Label,N,1,
41,F,51,English,1A backwards,2,Chicken,9,Unambiguous,Different Label,N,1,
41,F,51,English,1A backwards,9,Horse,10,Unambiguous,Same Label,N,1,
41,F,51,English,1A backwards,5,Glass,11,Unambiguous,Different Label,Y,0,it does
41,F,51,English,1A backwards,1,Chicken,12,Unambiguous,Same Label,Y,0,
42,F,48,English,1A backwards,12,Horse,1,Polysemous,Different Label,Y,1,because it's a horse
42,F,48,English,1A backwards,8,Glass,2,Polysemous,Same Label,N,0,
42,F,48,English,1A backwards,4,Chicken,3,Polysemous,Different Label,Y,1,because they live outside
42,F,48,English,1A backwards,11,Horse,4,Polysemous,Same Label,N,0,
42,F,48,English,1A backwards,7,Glass,5,Polysemous,Different Label,N,0,"to keep it safe, so it doesn't smash"
42,F,48,English,1A backwards,3,Chicken,6,Polysemous,Same Label,Y,1,because it's a farm animal
42,F,48,English,1A backwards,10,Horse,7,Polysemous,Different Label,N,0,because it can go up
42,F,48,English,1A backwards,6,Glass,8,Polysemous,Same Label,N,0,because it's made of glass
42,F,48,English,1A backwards,2,Chicken,9,Polysemous,Different Label,Y,1,
42,F,48,English,1A backwards,9,Horse,10,Polysemous,Same Label,N,0,because it's a horse
42,F,48,English,1A backwards,5,Glass,11,Polysemous,Different Label,N,0,because it's made of glass
42,F,48,English,1A backwards,1,Chicken,12,Polysemous,Same Label,Y,1,
43,M,48,English,1A,1,Chicken,1,Polysemous,Same Label,Y,1,
43,M,48,English,1A,5,Glass,2,Polysemous,Different Label,Y,1,
43,M,48,English,1A,9,Horse,3,Polysemous,Same Label,N,0,because dax is dry?
43,M,48,English,1A,2,Chicken,4,Polysemous,Different Label,Y,1,
43,M,48,English,1A,6,Glass,5,Polysemous,Same Label,Y,1,kept saying plastic and wood sth.
43,M,48,English,1A,10,Horse,6,Polysemous,Different Label,Y,1,because it shakes its tail- can see tail in picture
43,M,48,English,1A,3,Chicken,7,Polysemous,Same Label,Y,1,
43,M,48,English,1A,8,Glass,8,Polysemous,Same Label,N,0,because it's made of glass
43,M,48,English,1A,11,Horse,9,Polysemous,Same Label,N,0,kept saying plastic
43,M,48,English,1A,4,Chicken,10,Polysemous,Different Label,Y,1,
43,M,48,English,1A,7,Glass,11,Polysemous,Different Label,Y,1,"said something about apples- first said boxes, then trees. Maybe under duress?"
43,M,48,English,1A,12,Horse,12,Polysemous,Different Label,N,0,because it's yucky
44,F,42,TBC,1B Backwards,9,Horse,1,Polysemous,Different Label,N,0,
44,F,42,TBC,1B Backwards,5,Glass,2,Polysemous,Same Label,N,0,because it's made of glass
44,F,42,TBC,1B Backwards,1,Chicken,3,Polysemous,Different Label,Y,1,because it's like a duck
44,F,42,TBC,1B Backwards,10,Horse,4,Polysemous,Same Label,N,0,don't know
44,F,42,TBC,1B Backwards,6,Glass,5,Polysemous,Different Label,N,0,because it's made of glass
44,F,42,TBC,1B Backwards,2,Chicken,6,Polysemous,Same Label,Y,1,because animals can't go inside the house
44,F,42,TBC,1B Backwards,11,Horse,7,Polysemous,Different Label,Y,1,because it looks like zebra
44,F,42,TBC,1B Backwards,7,Glass,8,Polysemous,Same Label,Y,1,don't know
44,F,42,TBC,1B Backwards,3,Chicken,9,Polysemous,Different Label,Y,1,
44,F,42,TBC,1B Backwards,12,Horse,10,Polysemous,Same Label,Y,1,
44,F,42,TBC,1B Backwards,8,Glass,11,Polysemous,Different Label,N,0,because you want to use it in the spaceship
44,F,42,TBC,1B Backwards,4,Chicken,12,Polysemous,Same Label,N,0,because I like warm?
45,M,48,TBC,1B,1,Chicken,1,Polysemous,Different Label,N,0,because it's the bone of the chicken
45,M,48,TBC,1B,5,Glass,2,Polysemous,Same Label,N,0,because it would break in the bin
45,M,48,TBC,1B,9,Horse,3,Polysemous,Different Label,N,0,because it looks grey (?)
45,M,48,TBC,1B,2,Chicken,4,Polysemous,Same Label,Y,1,
45,M,48,TBC,1B,6,Glass,5,Polysemous,Different Label,N,0,because it's made of glass
45,M,48,TBC,1B,10,Horse,6,Polysemous,Same Label,Y,1,because it looks like zebra
45,M,48,TBC,1B,3,Chicken,7,Polysemous,Different Label,N,0,because it's made of chicken
45,M,48,TBC,1B,7,Glass,8,Polysemous,Same Label,N,0,
45,M,48,TBC,1B,11,Horse,9,Polysemous,Different Label,Y,1,
45,M,48,TBC,1B,4,Chicken,10,Polysemous,Same Label,N,0,because it's warm too (?)
45,M,48,TBC,1B,8,Glass,11,Polysemous,Different Label,Y,1,because it might break
45,M,48,TBC,1B,12,Horse,12,Polysemous,Same Label,N,0,
46,M,48,TBC,1A backwards,12,Horse,1,Unambiguous,Different Label,N,1,because from rain
46,M,48,TBC,1A backwards,8,Glass,2,Unambiguous,Same Label,Y,0,because it's made of glass
46,M,48,TBC,1A backwards,4,Chicken,3,Unambiguous,Different Label,Y,0,"kept saying hot! Not warm, HOT!"
46,M,48,TBC,1A backwards,11,Horse,4,Unambiguous,Same Label,N,1,kept saying plastic
46,M,48,TBC,1A backwards,7,Glass,5,Unambiguous,Different Label,Y,0,
46,M,48,TBC,1A backwards,3,Chicken,6,Unambiguous,Same Label,Y,0,because it's a chicken
46,M,48,TBC,1A backwards,10,Horse,7,Unambiguous,Different Label,Y,0,because the horse picture has no tail (?)
46,M,48,TBC,1A backwards,6,Glass,8,Unambiguous,Same Label,Y,0,because it's made of glass
46,M,48,TBC,1A backwards,2,Chicken,9,Unambiguous,Different Label,N,1,kept saying something about them both being birds?
46,M,48,TBC,1A backwards,9,Horse,10,Unambiguous,Same Label,Y,0,
46,M,48,TBC,1A backwards,5,Glass,11,Unambiguous,Different Label,N,1,because they have the same shape
46,M,48,TBC,1A backwards,1,Chicken,12,Unambiguous,Same Label,Y,0,because it's a chicken
47,F,54,"English, Greek",1A,1,Chicken,1,Unambiguous,Same Label,Y,0,
47,F,54,"English, Greek",1A,6,Glass,2,Unambiguous,Same Label,Y,0,
47,F,54,"English, Greek",1A,10,Horse,3,Unambiguous,Different Label,N,1,
47,F,54,"English, Greek",1A,2,Chicken,4,Unambiguous,Different Label,N,1,because it will bring footprints inside (?)
47,F,54,"English, Greek",1A,5,Glass,5,Unambiguous,Different Label,Y,0,because you give gifts for peoples' birthdays (?)
47,F,54,"English, Greek",1A,9,Horse,6,Unambiguous,Same Label,N,1,
47,F,54,"English, Greek",1A,3,Chicken,7,Unambiguous,Same Label,Y,0,because you need to buy chicken somewhere!
47,F,54,"English, Greek",1A,8,Glass,8,Unambiguous,Same Label,Y,0,
47,F,54,"English, Greek",1A,11,Horse,9,Unambiguous,Same Label,Y,0,
47,F,54,"English, Greek",1A,4,Chicken,10,Unambiguous,Different Label,Y,0,because it will sneeze if it gets cold
47,F,54,"English, Greek",1A,7,Glass,11,Unambiguous,Different Label,Y,0,
47,F,54,"English, Greek",1A,12,Horse,12,Unambiguous,Different Label,N,1,because it is dirty and needs to be clean (?)
48,F,60,TBC,1B Backwards,12,Horse,1,Unambiguous,Different Label,Y,0,
48,F,60,TBC,1B Backwards,8,Glass,2,Unambiguous,Same Label,Y,0,
48,F,60,TBC,1B Backwards,4,Chicken,3,Unambiguous,Different Label,Y,0,
48,F,60,TBC,1B Backwards,11,Horse,4,Unambiguous,Same Label,Y,0,
48,F,60,TBC,1B Backwards,7,Glass,5,Unambiguous,Different Label,N,1,
48,F,60,TBC,1B Backwards,3,Chicken,6,Unambiguous,Same Label,N,1,because farms have lots of animals
48,F,60,TBC,1B Backwards,10,Horse,7,Unambiguous,Different Label,N,1,
48,F,60,TBC,1B Backwards,6,Glass,8,Unambiguous,Same Label,N,1,
48,F,60,TBC,1B Backwards,2,Chicken,9,Unambiguous,Different Label,Y,0,
48,F,60,TBC,1B Backwards,9,Horse,10,Unambiguous,Same Label,Y,0,last time it was on the other side
48,F,60,TBC,1B Backwards,5,Glass,11,Unambiguous,Different Label,Y,0,because it's nice
48,F,60,TBC,1B Backwards,1,Chicken,12,Unambiguous,Same Label,Y,0,last time it was on the other side
49,F,36,TBC,1B,1,Chicken,1,Unambiguous,Different Label,N,1,
49,F,36,TBC,1B,5,Glass,2,Unambiguous,Same Label,N,1,looks like ??
49,F,36,TBC,1B,9,Horse,3,Unambiguous,Different Label,Y,0,because it's a baby horse
49,F,36,TBC,1B,2,Chicken,4,Unambiguous,Same Label,Y,0,
49,F,36,TBC,1B,6,Glass,5,Unambiguous,Different Label,Y,0,because they're both colourful (?)
49,F,36,TBC,1B,10,Horse,6,Unambiguous,Same Label,Y,0,
49,F,36,TBC,1B,3,Chicken,7,Unambiguous,Different Label,N,1,
49,F,36,TBC,1B,7,Glass,8,Unambiguous,Same Label,Y,0,
49,F,36,TBC,1B,11,Horse,9,Unambiguous,Different Label,N,1,because they're both stripy
49,F,36,TBC,1B,4,Chicken,10,Unambiguous,Same Label,Y,0,because they're both chicken
49,F,36,TBC,1B,8,Glass,11,Unambiguous,Different Label,Y,0,they have the same pattern
49,F,36,TBC,1B,12,Horse,12,Unambiguous,Same Label,Y,0,they're both horses
